id,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞,例句,延伸詞語解釋,成語教學,字形辨別,字音辨別,教學圖卡
535,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
434.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
536,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
435.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
537,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
436.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
538,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
437.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
539,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
438.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
540,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
439.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
541,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
440.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
542,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
441.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
543,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
442.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
544,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
443.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
545,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
444.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
546,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
445.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
547,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
446.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
548,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
447.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
549,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
448.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
550,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
449.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
551,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
450.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
552,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
451.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
553,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
452.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
554,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
453.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
555,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
454.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
556,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
455.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
557,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
456.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
558,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
457.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
559,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
458.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
560,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
459.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
561,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
460.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
562,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
461.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
563,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
462.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
564,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
463.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
565,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
464.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
566,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
465.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
567,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
466.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
568,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
467.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
569,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
468.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
570,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
469.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
571,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
470.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
572,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
471.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
573,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
472.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
574,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
473.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
575,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
474.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
576,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
475.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
577,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
476.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
