編號,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞教學-造詞,造詞教學1,造詞教學2,成語教學,字形辨別,字音辨別,教學圖卡
1309,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
58.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1310,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
60.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
58.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1311,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1312,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1313,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
59.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1314,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
61.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
59.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1315,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1316,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1317,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
60.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1318,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
62.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
60.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1319,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1320,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1321,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
61.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1322,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
63.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
61.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1323,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1324,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1325,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
62.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1326,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
64.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
62.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1327,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1328,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1329,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
63.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1330,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
65.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
63.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1331,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1332,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1333,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
64.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1334,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
66.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
64.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1335,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1336,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1337,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
65.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1338,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
67.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
65.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
